partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,url,features
University of Alberta,Reinforcement Learning,"{"" Machine Learning"","" Reinforcement Learning"","" Algorithms"","" Human Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Computer Programming"","" Python Programming"","" Statistical Machine Learning"","" Statistical Programming"","" Artificial Neural Networks"","" Decision Making"","" Probability & Statistics"","" Probability Distribution""}",4.7,3.3k,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Reinforcement Learning,Reinforcement Learning 3.3k Intermediate 
University of Illinois at Urbana-Champaign,Mergers and Acquisitions,"{"" Mergers & Acquisitions"","" Finance"","" Accounting"","" Financial Analysis"","" Financial Accounting"","" Banking"","" Business Analysis"","" Investment Management"","" Financial Management"","" Data Analysis"","" Market Analysis"","" Corporate Accouting"","" Taxes""}",4.6,249,Intermediate , Specialization , 3 - 6 Months,True,https://www.coursera.org/search?query=Mergers and Acquisitions,Mergers and Acquisitions 249 Intermediate 
University of Michigan,Leading People and Teams,"{"" Human Resources"","" Leadership and Management"","" People Development"","" Strategy and Operations"","" Leadership Development"","" Talent Management"","" Business Psychology"","" People Analysis"","" Communication"","" People Management"","" Strategy"","" Human Learning"","" Human Resources Operations"","" Business Communication"","" Collaboration"","" Influencing"","" Performance Management"","" Conflict Management"","" Employee Relations"","" Business Analysis"","" Marketing"","" Recruitment""}",4.7,10.2k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Leading People and Teams,Leading People and Teams 10.2k Beginner 
University of Virginia,Fundamentals of Project Planning and Management,"{"" Project Management"","" Strategy and Operations"","" Leadership and Management"","" Planning""}",4.7,9.3k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Fundamentals of Project Planning and Management,Fundamentals of Project Planning and Management 9.3k Beginner 
IBM,IBM Full Stack Software Developer,"{""""}",,,,,,False,https://www.coursera.org/search?query=IBM Full Stack Software Developer,
University of Pennsylvania,The Business of Health Care,"{"" Leadership and Management"","" Finance"","" Decision Making"","" Performance Management"","" Strategy and Operations"","" Operations Management"","" Business Analysis"","" Financial Analysis"","" Financial Management"","" Business Psychology"","" Accounting"","" Accounts Payable and Receivable"","" Financial Accounting"","" General Accounting"","" Management Accounting"","" People Management"","" Generally Accepted Accounting Principles (GAAP)"","" People Analysis"","" Strategy"","" Business Process Management"","" Innovation"","" Leadership Development"","" Payments"","" Behavioral Economics"","" Problem Solving"","" Compensation"","" Correlation And Dependence"","" Insurance Sales"","" Research and Design"","" Risk Management""}",4.6,1.7k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=The Business of Health Care,The Business of Health Care 1.7k Beginner 
DeepLearning.AI,AI for Good,"{"" Artificial Neural Networks"","" Computer Vision"","" Exploratory Data Analysis"","" Natural Language Processing"","" Python Programming""}",4.8,160,Beginner , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=AI for Good,AI for Good 160 Beginner 
Google,Analyze Data to Answer Questions,"{"" Data Analysis"","" Data Management"","" Microsoft Excel"","" SQL"","" Spreadsheet Software""}",4.6,9.6k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Analyze Data to Answer Questions,Analyze Data to Answer Questions 9.6k Beginner 
Johns Hopkins University,Data Science: Foundations using R,"{"" Data Analysis"","" R Programming"","" Statistical Programming"","" Exploratory Data Analysis"","" Computer Programming"","" Computer Programming Tools"","" Data Management"","" Programming Principles"","" Data Structures"","" Statistical Analysis"","" Critical Thinking"","" Problem Solving"","" General Statistics"","" Process Analysis"","" Basic Descriptive Statistics"","" Statistical Tests"","" Computational Thinking"","" Big Data"","" Data Mining"","" Data Visualization"","" Databases"","" Extract"","" Transform"","" Load"","" Plot (Graphics)"","" Communication"","" Computer Graphic Techniques"","" Computer Graphics"","" Interactive Data Visualization"","" Knitr"","" Visualization (Computer Graphics)""}",4.6,47.7k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Data Science: Foundations using R,Data Science: Foundations using R 47.7k Beginner 
Meta,Meta Marketing Analytics,"{"" Marketing"","" Data Analysis"","" Digital Marketing"","" Advertising"","" Marketing Management"","" Media Strategy & Planning"","" Business Analysis"","" Statistical Analysis"","" Communication"","" Probability & Statistics"","" Market Analysis"","" General Statistics"","" Experiment"","" Data Visualization"","" Storytelling"","" Regression"","" Statistical Tests"","" Market Research"","" Basic Descriptive Statistics"","" Probability Distribution"","" Brand Management"","" Forecasting"","" Research and Design"","" Computer Programming"","" Data Management"","" Databases"","" Python Programming"","" SQL"","" Statistical Programming"","" Tableau Software""}",4.7,2.1k,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=Meta Marketing Analytics,Meta Marketing Analytics 2.1k Beginner 
Measure What Matters,OKR Certification: Leadership and Goal Setting,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Transformation"","" Communication"","" Organizational Development"","" Professional Development"","" Critical Thinking"","" Leadership Development"","" Performance Management"","" Planning""}",4.8,320,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=OKR Certification: Leadership and Goal Setting,OKR Certification: Leadership and Goal Setting 320 Beginner 
IBM,Introduction to Artificial Intelligence (AI),"{"" Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Data Analysis"","" Data Science""}",4.7,11.7k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Introduction to Artificial Intelligence (AI),Introduction to Artificial Intelligence (AI) 11.7k Beginner 
University of Pennsylvania,Achieving Personal and Professional Success,"{"" Communication"","" Human Learning"","" Professional Development"","" Critical Thinking"","" Leadership Development"","" Leadership and Management"","" People Analysis"","" Decision Making"","" Emotional Intelligence"","" People Development"","" Adaptability"","" Negotiation"","" Influencing"","" Innovation""}",4.7,3k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Achieving Personal and Professional Success,Achieving Personal and Professional Success 3k Beginner 
IBM,People and Soft Skills for Professional and Personal Success,"{"" Leadership and Management"","" Communication"","" Problem Solving"","" Critical Thinking"","" Planning"","" Professional Development"","" Collaboration"","" People Management"","" Conflict Management""}",4.6,641,Beginner , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=People and Soft Skills for Professional and Personal Success,People and Soft Skills for Professional and Personal Success 641 Beginner 
Johns Hopkins University,Business Analytics with Excel: Elementary to Advanced,"{"" Business Analysis"","" Data Analysis"","" Data Visualization"","" Spreadsheet Software"","" Data Model"","" Decision Making"","" Microsoft Excel"","" Process Analysis"","" Statistical Visualization""}",4.8,1.1k,Intermediate , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Business Analytics with Excel: Elementary to Advanced,Business Analytics with Excel: Elementary to Advanced 1.1k Intermediate 
Google,System Administration and IT Infrastructure Services,"{"" Cloud Computing"","" Leadership and Management""}",4.7,23.7k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=System Administration and IT Infrastructure Services,System Administration and IT Infrastructure Services 23.7k Beginner 
University of Michigan,Successful Negotiation: Essential Strategies and Skills,"{"" Contract Management"","" Negotiation"","" Communication"","" Decision Making"","" Strategy""}",4.8,18.8k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Successful Negotiation: Essential Strategies and Skills,Successful Negotiation: Essential Strategies and Skills 18.8k Beginner 
Columbia University,Financial Engineering and Risk Management,"{"" Finance"","" Risk Management"","" Probability & Statistics"","" Leadership and Management"","" Mathematics"","" Investment Management"","" Securities Sales"","" Securities Trading"","" Computer Programming""}",4.5,207,Intermediate , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Financial Engineering and Risk Management,Financial Engineering and Risk Management 207 Intermediate 
University of Pennsylvania,Introduction to Programming with Python and Java,"{"" Computer Programming"","" Python Programming"","" Programming Principles"","" Java Programming"","" Computer Programming Tools"","" Data Analysis"","" Data Structures"","" Problem Solving"","" Computational Logic"","" Computational Thinking"","" Critical Thinking"","" Data Analysis Software"","" Data Management"","" Data Visualization"","" Exploratory Data Analysis"","" Software Engineering"","" Data Science""}",4.4,1.5k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Introduction to Programming with Python and Java,Introduction to Programming with Python and Java 1.5k Beginner 
University of Virginia,Entrepreneurship: Growing Your Business,"{"" Leadership and Management"","" Strategy and Operations"","" Strategy"","" Critical Thinking"","" Leadership Development"","" Decision Making"","" Business Development"","" Entrepreneurship"","" Human Learning"","" Business Analysis"","" Communication"","" Finance"","" Account Management"","" Accounting"","" Accounts Payable and Receivable"","" Financial Accounting"","" Financial Analysis"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Organizational Development"","" Planning"","" Problem Solving"","" Business Transformation"","" Marketing"","" Sales"","" Business Design"","" Financial Management"","" Payments"","" Customer Success"","" Innovation""}",4.8,7.1k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Entrepreneurship: Growing Your Business,Entrepreneurship: Growing Your Business 7.1k Beginner 
IESE Business School,Think like a CFO,"{"" Finance"","" Financial Accounting"","" Accounting"","" Investment Management"","" Financial Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Corporate Accouting"","" Market Analysis"","" Management Accounting""}",4.8,5.7k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Think like a CFO,Think like a CFO 5.7k Beginner 
University of Pennsylvania,Fintech: Foundations & Applications of Financial Technology,"{"" FinTech"","" Finance"","" BlockChain"","" Innovation"","" Investment Management"","" Financial Management"","" Financial Analysis"","" Risk Management"","" General Statistics"","" Payments"","" Behavioral Economics"","" Entrepreneurial Finance"","" Market Research"","" Cash Management"","" Cryptography"","" Human Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Securities Trading"","" Applied Machine Learning"","" Machine Learning"","" Product Strategy"","" Business Transformation"","" Critical Thinking""}",4.6,3.5k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Fintech: Foundations & Applications of Financial Technology,Fintech: Foundations & Applications of Financial Technology 3.5k Beginner 
Johns Hopkins University,Psychological First Aid,"{""(18.4k reviews)""}",4.8,18.4k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Psychological First Aid,Psychological First Aid 18.4k Mixed 
Google,Google Data Analytics (PT),"{"" Data Analysis"","" Data Visualization"","" Exploratory Data Analysis"","" Process Analysis"","" Databases"","" Data Management"","" Extract"","" Transform"","" Load"","" Statistical Programming"","" SQL"","" Business Analysis"","" Spreadsheet Software"","" Operational Analysis"","" Data Analysis Software"","" Microsoft Excel"","" Visualization (Computer Graphics)"","" Communication"","" Critical Thinking"","" Interactive Data Visualization"","" Programming Principles"","" Statistical Visualization"","" Collaboration"","" Organizational Development"","" Plot (Graphics)"","" R Programming"","" Strategy"","" Tableau Software"","" Storytelling"","" Strategy and Operations"","" Business Communication"","" Graph Theory"","" Project Management"","" Data Structures"","" Graphic Design"","" Leadership and Management"","" System Security""}",4.9,2.9k,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=Google Data Analytics (PT),Google Data Analytics (PT) 2.9k Beginner 
MedCerts,Pharmacy Technician Fundamentals,"{"" Communication"","" Leadership and Management""}",4.7,126,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Pharmacy Technician Fundamentals,Pharmacy Technician Fundamentals 126 Beginner 
IBM,Tools for Data Science,"{"" Data Science"","" R Programming"","" Cloud Computing"","" Computer Programming"","" IBM Cloud"","" Python Programming""}",4.5,27.6k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Tools for Data Science,Tools for Data Science 27.6k Beginner 
Multiple educators,Practical Data Science on the AWS Cloud,"{"" Amazon Web Services"","" Exploratory Data Analysis""}",4.5,524,Advanced , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=Practical Data Science on the AWS Cloud,Practical Data Science on the AWS Cloud 524 Advanced 
Università Bocconi,Private Equity and Venture Capital,"{"" Business Analysis"","" Entrepreneurial Finance"","" Finance"","" Financial Management"","" Investment Management"","" Mergers & Acquisitions"","" Entrepreneurship"","" Decision Making"","" Financial Analysis"","" Strategy""}",4.8,7.8k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Private Equity and Venture Capital,Private Equity and Venture Capital 7.8k Mixed 
Google,Foundations of Business Intelligence,"{"" Business Intelligence"","" Leadership and Management""}",4.8,670,Advanced , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Foundations of Business Intelligence,Foundations of Business Intelligence 670 Advanced 
"University of California, Davis",Geographic Information Systems  (GIS),"{"" ArcGIS"","" Data Analysis"","" Spatial Analysis"","" Spatial Data Analysis"","" Data Visualization"","" GIS Software"","" Geovisualization"","" Data Visualization Software"","" Databases"","" Interactive Data Visualization"","" Leadership and Management""}",4.8,5.8k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Geographic Information Systems  (GIS),Geographic Information Systems  (GIS) 5.8k Beginner 
University of Minnesota,Human Resource Management: HR for People Managers,"{"" Human Resources"","" Human Resources Operations"","" Employee Relations"","" Strategy and Operations"","" People Management"","" Leadership and Management"","" Communication"","" Strategy"","" Compensation"","" People Development"","" Performance Management"","" Organizational Development"","" Planning"","" Professional Development"","" Recruitment"","" Business Psychology"","" Human Learning"","" People Analysis"","" Benefits"","" Business Analysis"","" Culture""}",4.8,13.8k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Human Resource Management: HR for People Managers,Human Resource Management: HR for People Managers 13.8k Beginner 
Yale University,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,"{"" Negotiation"","" Game Theory"","" Strategy""}",4.9,4.7k,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator 4.7k Mixed 
University of Alberta,Software Product Management,"{"" Software Engineering"","" Agile Software Development"","" Product Management"","" Design and Product"","" Leadership and Management"","" Project Management"","" Planning"","" Application Development"","" Product Design"","" Entrepreneurship"","" Strategy and Operations"","" Business Analysis"","" Collaboration"","" User Experience"","" Scrum (Software Development)"","" Supply Chain and Logistics""}",4.7,11.3k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Software Product Management,Software Product Management 11.3k Beginner 
"University of California, Irvine",Project Management & Other Tools for Career Development,"{"" Project Management"","" Communication"","" Collaboration"","" Decision Making"","" Leadership and Management"","" Strategy and Operations"","" Business Communication"","" People Management"","" Business Analysis"","" Conflict Management"","" Critical Thinking"","" Problem Solving"","" Professional Development"","" Customer Relationship Management"","" Business Development"","" Negotiation"","" Planning"","" Writing"","" Adaptability"","" Deep Learning"","" Business Research"","" Strategy"","" Benefits"","" Data Visualization Software"","" Risk Management"","" Scrum (Software Development)"","" User Experience""}",4.7,34.9k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Project Management & Other Tools for Career Development,Project Management & Other Tools for Career Development 34.9k Beginner 
"University of Maryland, College Park","Product Ideation, Design, and Management","{"" Leadership and Management"","" Strategy and Operations"","" Product Management"","" Design and Product"","" Entrepreneurship"","" Product Development"","" Strategy"","" Product Design"","" Marketing"","" Product Strategy"","" Research and Design"","" Market Research"","" Market Analysis"","" Product Marketing"","" Finance"","" Sales"","" Investment Management"","" Planning"","" Project Management"","" Financial Analysis"","" Financial Management"","" Business Psychology"","" Budget Management"","" Entrepreneurial Finance"","" Software Engineering Tools"","" Innovation""}",4.5,470,Beginner , Specialization , 3 - 6 Months,False,"https://www.coursera.org/search?query=Product Ideation, Design, and Management","Product Ideation, Design, and Management 470 Beginner "
IBM,Excel Basics for Data Analysis,"{"" Microsoft Excel"","" Spreadsheet Software"","" Data Analysis"","" Data Science""}",4.8,6.7k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Excel Basics for Data Analysis,Excel Basics for Data Analysis 6.7k Beginner 
"University of California, Irvine",UCI Project Management,"{"" Leadership and Management"","" Strategy and Operations"","" Project Management"","" Planning""}",4.7,276,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=UCI Project Management,UCI Project Management 276 Beginner 
Google Cloud,Getting started with Google Workspace,"{"" Collaboration"","" Google Cloud Platform"","" Communication"","" Cloud Applications"","" User Experience"","" Leadership and Management"","" Cloud Platforms"","" Cloud Computing"","" Business Communication"","" Organizational Development"","" Google App Engine"","" Cloud Storage"","" Data Management"","" Planning"","" Problem Solving"","" Business Analysis"","" Spreadsheet Software"","" Business Process Management"","" Data Visualization"","" Other Cloud Platforms and Tools"","" Project Management"","" Writing"","" Professional Development"","" Data Analysis"","" Strategy"","" Databases"","" Design and Product"","" Visual Design"","" Graphic Design""}",4.7,1.3k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Getting started with Google Workspace,Getting started with Google Workspace 1.3k Beginner 
Stanford University,Organizational Analysis,"{"" Leadership and Management"","" Organizational Development"","" Strategy"","" Strategy and Operations"","" Decision Making"","" Business Psychology"","" Change Management"","" Culture"","" Business Analysis"","" People Analysis""}",4.6,1.4k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Organizational Analysis,Organizational Analysis 1.4k Beginner 
Google,Google Data Analytics,"{"" Decision Making"","" Data Analysis"","" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Design and Product"","" Planning"","" Communication"","" Business Psychology"","" Entrepreneurship"","" Business Development"","" Business Communication"","" Critical Thinking"","" Problem Solving"","" Exploratory Data Analysis"","" Process Analysis"","" Data Visualization"","" Operational Analysis"","" Visualization (Computer Graphics)"","" Interactive Data Visualization"","" Spreadsheet Software"","" Databases"","" SQL""}",4.5,115,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=Google Data Analytics,Google Data Analytics 115 Beginner 
University of Michigan,Programming for Everybody (Getting Started with Python),"{"" Algorithms"","" Computational Logic"","" Computational Thinking"","" Computer Programming"","" Critical Thinking"","" Problem Solving"","" Programming Principles"","" Python Programming"","" Software Engineering"","" Theoretical Computer Science""}",4.8,224.9k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Programming for Everybody (Getting Started with Python),Programming for Everybody (Getting Started with Python) 224.9k Beginner 
University of Illinois at Urbana-Champaign,Instructional Design Foundations and Applications,"{""(638 reviews)""}",4.0,638,Mixed , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Instructional Design Foundations and Applications,Instructional Design Foundations and Applications 638 Mixed 
DeepLearning.AI,Generative AI for Everyone,{Course},,,Course,,,False,https://www.coursera.org/search?query=Generative AI for Everyone,Generative AI for Everyone nan Course
DeepLearning.AI,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","{"" Applied Machine Learning"","" Deep Learning"","" Machine Learning"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Algorithms"","" Computer Programming"","" Mathematics"","" Python Programming"","" Mathematical Theory & Analysis"","" Tensorflow"","" Human Learning""}",4.9,62.6k,Intermediate , Course , 1 - 4 Weeks,False,"https://www.coursera.org/search?query=Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization","Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization 62.6k Intermediate "
Google,Share Data Through the Art of Visualization,"{"" Business Communication"","" Data Analysis"","" Data Visualization"","" Data Visualization Software"","" Tableau Software""}",4.6,7.7k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Share Data Through the Art of Visualization,Share Data Through the Art of Visualization 7.7k Beginner 
DeepLearning.AI,AI for Medicine,"{"" Machine Learning"","" Machine Learning Algorithms"","" Deep Learning"","" Python Programming"","" Artificial Neural Networks"","" Statistical Programming"","" Probability & Statistics"","" Natural Language Processing""}",4.7,2.2k,Intermediate , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=AI for Medicine,AI for Medicine 2.2k Intermediate 
Google,Foundations of Data Science,"{"" Communication"","" Data Analysis"","" Planning"","" Project Management""}",4.7,1.3k,Advanced , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Foundations of Data Science,Foundations of Data Science 1.3k Advanced 
Google,Sound the Alarm: Detection and Response,"{"" Linux"","" Network Security"","" Computer Security Incident Management"","" Leadership and Management""}",4.8,746,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Sound the Alarm: Detection and Response,Sound the Alarm: Detection and Response 746 Beginner 
Microsoft,Microsoft Azure Fundamentals AZ-900 Exam Prep,"{"" Cloud Computing"","" Microsoft Azure"","" Cloud Management"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Network Security"","" Cloud Engineering"","" Cloud Standards"","" DevOps"","" Leadership and Management"","" System Security"","" Cloud Storage"","" Machine Learning"","" Software As A Service"","" Cloud-Based Integration"","" Software Security"","" Data Management"","" Network Architecture"","" Security Software"","" Account Management"","" Database Administration"","" Databases"","" Web Development Tools""}",4.6,2.4k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Microsoft Azure Fundamentals AZ-900 Exam Prep,Microsoft Azure Fundamentals AZ-900 Exam Prep 2.4k Beginner 
University of Colorado Boulder,Project Management,"{"" Leadership and Management"","" Project Management"","" Planning"","" Strategy and Operations"","" Product Management"","" Agile Software Development"","" People Management"","" Strategy"","" Scrum (Software Development)"","" Performance Management"","" Risk Management"","" Business Process Management"","" Business Communication"","" Decision Making"","" Organizational Development"","" Product Development"","" Data Analysis"","" Estimation"","" Budget Management""}",4.8,452,Beginner , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=Project Management,Project Management 452 Beginner 
Stanford University,Game Theory,"{"" Decision Making"","" Game Theory"","" General Statistics"","" Problem Solving"","" Critical Thinking"","" Mathematical Theory & Analysis""}",4.6,4.5k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Game Theory,Game Theory 4.5k Beginner 
California Institute of the Arts,UI / UX Design,"{"" Design and Product"","" Front-End Web Development"","" Graphic Design"","" Interactive Design"","" Research and Design"","" User Experience"","" User Experience Design"","" Visual Design"","" Visualization (Computer Graphics)"","" Web Design"","" Strategy""}",4.7,7.2k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=UI / UX Design,UI / UX Design 7.2k Beginner 
IESE Business School,Foundations of Management,"{"" Leadership and Management"","" Accounting"","" Financial Accounting"","" Communication"","" Customer Analysis"","" Design and Product"","" Human Resources"","" Market Analysis"","" Marketing"","" Strategy and Operations"","" Finance"","" Financial Management"","" Leadership Development"","" Marketing Design"","" Product Marketing"","" Strategy"","" Employee Relations"","" Management Accounting"","" Market Research"","" People Development"","" People Management"","" Business Psychology"","" Collaboration"","" Culture"","" Financial Analysis""}",4.8,4.7k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Foundations of Management,Foundations of Management 4.7k Beginner 
Intuit,Bookkeeping Basics,"{"" Accounting"","" General Accounting"","" Accounting Software"","" Finance""}",4.6,4k,Beginner , Course , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Bookkeeping Basics,Bookkeeping Basics 4k Beginner 
LearnQuest,Scrum Master Certification,"{"" Agile Software Development"","" Scrum (Software Development)"","" Project Management"","" Software Engineering"","" Continuous Delivery"","" Product Development"","" Continuous Integration"","" Leadership and Management"","" Product Management"","" Collaboration"","" DevOps"","" Software Testing"","" Product Lifecycle"","" Planning"","" Process Analysis"","" Software Engineering Tools"","" System Software"","" Business Communication"","" Devops Tools"","" Risk Management""}",4.7,2.5k,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Scrum Master Certification,Scrum Master Certification 2.5k Beginner 
University of Illinois at Urbana-Champaign,Financial Analysis - Skills for Success,"{"" Finance"","" Financial Accounting"","" Accounts Payable and Receivable"","" Accounting"","" General Accounting"","" Financial Analysis"","" Leadership and Management"","" Cost Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Account Management"","" Business Analysis"","" Management Accounting"","" Risk Management"","" Data Analysis"","" Planning""}",4.7,160,Beginner , Specialization , 1 - 3 Months,False,https://www.coursera.org/search?query=Financial Analysis - Skills for Success,Financial Analysis - Skills for Success 160 Beginner 
Google,From Likes to Leads: Interact with Customers Online,"{"" Digital Marketing"","" Marketing"","" Marketing Management"","" Media Strategy & Planning"","" Social Media"","" Advertising"","" Data Analysis"","" Strategy""}",4.8,2.1k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=From Likes to Leads: Interact with Customers Online,From Likes to Leads: Interact with Customers Online 2.1k Beginner 
Google Cloud,Google Professional Workspace Administrator,"{"" Leadership and Management"","" Account Management"","" Google Cloud Platform"","" Cloud Management"","" System Security"","" Cloud Applications"","" Cloud Platforms"","" Security Engineering"","" Operations Management"","" Software Security"","" Network Security"","" Cloud Computing"","" Data Management"","" Security Strategy"","" Cloud Infrastructure"","" Organizational Development"","" Other Cloud Platforms and Tools"","" Change Management"","" Cloud-Based Integration"","" Database Administration"","" Collaboration"","" Software As A Service"","" Strategy and Operations"","" Computer Security Incident Management"","" Planning"","" Strategy"","" Security Software"","" Project Management"","" Mobile Security"","" Accounting""}",4.7,2.9k,Beginner , Professional Certificate , 1 - 4 Weeks,False,https://www.coursera.org/search?query=Google Professional Workspace Administrator,Google Professional Workspace Administrator 2.9k Beginner 
Google,Data Analysis with R Programming,"{"" R Programming"","" Data Analysis"","" Computer Programming"","" SQL""}",4.8,8.7k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Data Analysis with R Programming,Data Analysis with R Programming 8.7k Beginner 
Yale University,Connected Leadership,"{"" Leadership and Management"","" Change Management"","" People Management"","" Process Analysis""}",4.8,247,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Connected Leadership,Connected Leadership 247 Beginner 
Tableau Learning Partner,Tableau Business Intelligence Analyst,"{"" Business Analysis"","" Data Analysis"","" Data Architecture"","" Data Management"","" Interactive Data Visualization"","" Project Management"","" Tableau Software""}",4.8,97,Beginner , Professional Certificate , 3 - 6 Months,False,https://www.coursera.org/search?query=Tableau Business Intelligence Analyst,Tableau Business Intelligence Analyst 97 Beginner 
IBM,Applied Data Science with R,"{"" Data Analysis"","" R Programming"","" Computer Programming"","" Statistical Programming"","" Data Management"","" Data Visualization"","" Databases"","" Exploratory Data Analysis"","" Statistical Analysis"","" Data Analysis Software"","" Data Structures"","" Plot (Graphics)"","" Statistical Visualization"","" Basic Descriptive Statistics"","" Interactive Data Visualization"","" SQL"","" Database Application"","" Extract"","" Transform"","" Load"","" General Statistics"","" Visualization (Computer Graphics)"","" Programming Principles"","" Regression"","" Database Administration"","" Database Design"","" Database Theory"","" Computer Programming Tools"","" Correlation And Dependence"","" Statistical Machine Learning"","" Visual Design"","" Data Science""}",4.5,803,Beginner , Specialization , 3 - 6 Months,False,https://www.coursera.org/search?query=Applied Data Science with R,Applied Data Science with R 803 Beginner 
Stanford University,Stanford Introduction to Food and Health,"{""(30.2k reviews)""}",4.7,30.2k,Beginner , Course , 1 - 3 Months,False,https://www.coursera.org/search?query=Stanford Introduction to Food and Health,Stanford Introduction to Food and Health 30.2k Beginner 
IBM,IBM DevOps and Software Engineering,"{""""}",,,,,,False,https://www.coursera.org/search?query=IBM DevOps and Software Engineering,
